,Unnamed: 0,Acc,type,column
0,0,54.918981481481474,True,NP66_B1_0
1,1,57.25308641975309,True,NP66_B1_0
2,2,57.88966049382716,True,NP66_B1_0
3,3,58.77700617283952,True,NP66_B1_0
4,4,59.104938271604944,True,NP66_B1_0
5,5,56.21141975308641,True,NP66_B1_0
6,6,56.558641975308646,True,NP66_B1_0
7,7,59.64506172839506,True,NP66_B1_0
8,8,58.121141975308646,True,NP66_B1_0
9,9,56.69367283950617,True,NP66_B1_0
10,10,60.570987654320994,True,NP66_B1_0
11,11,57.54243827160494,True,NP66_B1_0
12,12,58.93132716049383,True,NP66_B1_0
13,13,57.21450617283951,True,NP66_B1_0
14,14,57.06018518518518,True,NP66_B1_0
15,15,55.15046296296296,True,NP66_B1_0
16,16,59.43287037037037,True,NP66_B1_0
17,17,57.13734567901236,True,NP66_B1_0
18,18,58.00540123456791,True,NP66_B1_0
19,19,61.535493827160494,True,NP66_B1_0
20,20,56.36574074074075,True,NP66_B1_0
21,21,57.947530864197525,True,NP66_B1_0
22,22,56.558641975308646,True,NP66_B1_0
23,23,55.34336419753087,True,NP66_B1_0
24,24,58.29475308641975,True,NP66_B1_0
25,25,56.82870370370371,True,NP66_B1_0
26,26,58.410493827160494,True,NP66_B1_0
27,27,56.11496913580246,True,NP66_B1_0
28,28,58.391203703703695,True,NP66_B1_0
29,29,58.93132716049384,True,NP66_B1_0
30,30,56.61651234567901,True,NP66_B1_0
31,31,58.06327160493828,True,NP66_B1_0
32,32,55.01543209876544,True,NP66_B1_0
33,33,55.11188271604939,True,NP66_B1_0
34,34,56.17283950617284,True,NP66_B1_0
35,35,59.104938271604944,True,NP66_B1_0
36,36,55.4591049382716,True,NP66_B1_0
37,37,56.50077160493827,True,NP66_B1_0
38,38,57.52314814814815,True,NP66_B1_0
39,39,57.11805555555556,True,NP66_B1_0
40,40,56.0570987654321,True,NP66_B1_0
41,41,58.64197530864198,True,NP66_B1_0
42,42,58.44907407407407,True,NP66_B1_0
43,43,55.32407407407408,True,NP66_B1_0
44,44,57.11805555555556,True,NP66_B1_0
45,45,55.90277777777777,True,NP66_B1_0
46,46,55.92206790123457,True,NP66_B1_0
47,47,57.77391975308641,True,NP66_B1_0
48,48,58.71913580246913,True,NP66_B1_0
49,49,55.8641975308642,True,NP66_B1_0
50,50,59.52932098765431,True,NP66_B1_0
51,51,59.70293209876543,True,NP66_B1_0
52,52,58.04398148148149,True,NP66_B1_0
53,53,55.844907407407405,True,NP66_B1_0
54,54,58.043981481481474,True,NP66_B1_0
55,55,57.4074074074074,True,NP66_B1_0
56,56,62.268518518518526,True,NP66_B1_0
57,57,57.87037037037037,True,NP66_B1_0
58,58,59.934413580246925,True,NP66_B1_0
59,59,56.28858024691359,True,NP66_B1_0
60,60,57.73533950617284,True,NP66_B1_0
61,61,55.748456790123456,True,NP66_B1_0
62,62,60.223765432098766,True,NP66_B1_0
63,63,56.59722222222223,True,NP66_B1_0
64,64,57.85108024691359,True,NP66_B1_0
65,65,56.21141975308641,True,NP66_B1_0
66,66,61.40046296296296,True,NP66_B1_0
67,67,61.47762345679012,True,NP66_B1_0
68,68,58.39120370370371,True,NP66_B1_0
69,69,57.71604938271605,True,NP66_B1_0
70,70,56.327160493827165,True,NP66_B1_0
71,71,56.192129629629626,True,NP66_B1_0
72,72,57.098765432098766,True,NP66_B1_0
73,73,58.29475308641976,True,NP66_B1_0
74,74,55.189043209876544,True,NP66_B1_0
75,75,55.57484567901236,True,NP66_B1_0
76,76,57.947530864197525,True,NP66_B1_0
77,77,56.327160493827165,True,NP66_B1_0
78,78,56.94444444444444,True,NP66_B1_0
79,79,55.65200617283952,True,NP66_B1_0
80,80,58.50694444444444,True,NP66_B1_0
81,81,55.69058641975308,True,NP66_B1_0
82,82,57.23379629629631,True,NP66_B1_0
83,83,54.648919753086425,True,NP66_B1_0
84,84,56.17283950617284,True,NP66_B1_0
85,85,56.61651234567901,True,NP66_B1_0
86,86,56.30787037037037,True,NP66_B1_0
87,87,56.59722222222222,True,NP66_B1_0
88,88,58.95061728395061,True,NP66_B1_0
89,89,58.25617283950616,True,NP66_B1_0
90,90,57.754629629629626,True,NP66_B1_0
91,91,60.26234567901234,True,NP66_B1_0
92,92,59.375,True,NP66_B1_0
93,93,57.6003086419753,True,NP66_B1_0
94,94,56.52006172839506,True,NP66_B1_0
95,95,57.96682098765432,True,NP66_B1_0
96,96,60.32021604938272,True,NP66_B1_0
97,97,56.828703703703695,True,NP66_B1_0
98,98,59.12422839506173,True,NP66_B1_0
99,99,57.11805555555555,True,NP66_B1_0
100,100,42.18749999999999,Shuffle,NP66_B1_0
101,101,44.3479938271605,Shuffle,NP66_B1_0
102,102,23.784722222222225,Shuffle,NP66_B1_0
103,103,55.266203703703695,Shuffle,NP66_B1_0
104,104,45.254629629629626,Shuffle,NP66_B1_0
105,105,52.83564814814815,Shuffle,NP66_B1_0
106,106,38.213734567901234,Shuffle,NP66_B1_0
107,107,23.456790123456788,Shuffle,NP66_B1_0
108,108,53.202160493827165,Shuffle,NP66_B1_0
109,109,39.52546296296296,Shuffle,NP66_B1_0
110,110,59.00848765432097,Shuffle,NP66_B1_0
111,111,50.15432098765432,Shuffle,NP66_B1_0
112,112,42.65046296296296,Shuffle,NP66_B1_0
113,113,53.60725308641976,Shuffle,NP66_B1_0
114,114,38.98533950617284,Shuffle,NP66_B1_0
115,115,36.95987654320987,Shuffle,NP66_B1_0
116,116,45.94907407407407,Shuffle,NP66_B1_0
117,117,45.96836419753086,Shuffle,NP66_B1_0
118,118,47.0871913580247,Shuffle,NP66_B1_0
119,119,53.5300925925926,Shuffle,NP66_B1_0
120,120,47.106481481481474,Shuffle,NP66_B1_0
121,121,46.6820987654321,Shuffle,NP66_B1_0
122,122,52.44984567901236,Shuffle,NP66_B1_0
123,123,52.08333333333333,Shuffle,NP66_B1_0
124,124,48.43750000000001,Shuffle,NP66_B1_0
125,125,55.0733024691358,Shuffle,NP66_B1_0
126,126,46.54706790123457,Shuffle,NP66_B1_0
127,127,52.89351851851851,Shuffle,NP66_B1_0
128,128,58.969907407407405,Shuffle,NP66_B1_0
129,129,44.84953703703704,Shuffle,NP66_B1_0
130,130,46.4891975308642,Shuffle,NP66_B1_0
131,131,64.62191358024691,Shuffle,NP66_B1_0
132,132,43.90432098765433,Shuffle,NP66_B1_0
133,133,39.64120370370371,Shuffle,NP66_B1_0
134,134,45.69830246913581,Shuffle,NP66_B1_0
135,135,42.226080246913575,Shuffle,NP66_B1_0
136,136,51.13811728395061,Shuffle,NP66_B1_0
137,137,45.77546296296296,Shuffle,NP66_B1_0
138,138,44.02006172839506,Shuffle,NP66_B1_0
139,139,42.95910493827161,Shuffle,NP66_B1_0
140,140,52.23765432098766,Shuffle,NP66_B1_0
141,141,49.20910493827161,Shuffle,NP66_B1_0
142,142,38.69598765432099,Shuffle,NP66_B1_0
143,143,53.067129629629626,Shuffle,NP66_B1_0
144,144,51.04166666666666,Shuffle,NP66_B1_0
145,145,41.473765432098766,Shuffle,NP66_B1_0
146,146,48.0516975308642,Shuffle,NP66_B1_0
147,147,50.501543209876544,Shuffle,NP66_B1_0
148,148,46.2962962962963,Shuffle,NP66_B1_0
149,149,51.25385802469136,Shuffle,NP66_B1_0
150,150,44.251543209876544,Shuffle,NP66_B1_0
151,151,51.060956790123456,Shuffle,NP66_B1_0
152,152,58.29475308641975,Shuffle,NP66_B1_0
153,153,44.42515432098766,Shuffle,NP66_B1_0
154,154,42.34182098765432,Shuffle,NP66_B1_0
155,155,49.45987654320987,Shuffle,NP66_B1_0
156,156,45.65972222222222,Shuffle,NP66_B1_0
157,157,49.67206790123457,Shuffle,NP66_B1_0
158,158,64.2746913580247,Shuffle,NP66_B1_0
159,159,54.61033950617284,Shuffle,NP66_B1_0
160,160,46.334876543209866,Shuffle,NP66_B1_0
161,161,51.23456790123456,Shuffle,NP66_B1_0
162,162,56.71296296296296,Shuffle,NP66_B1_0
163,163,58.58410493827161,Shuffle,NP66_B1_0
164,164,52.12191358024691,Shuffle,NP66_B1_0
165,165,41.62808641975309,Shuffle,NP66_B1_0
166,166,58.429783950617285,Shuffle,NP66_B1_0
167,167,47.39583333333333,Shuffle,NP66_B1_0
168,168,54.0702160493827,Shuffle,NP66_B1_0
169,169,48.59182098765432,Shuffle,NP66_B1_0
170,170,51.871141975308646,Shuffle,NP66_B1_0
171,171,54.55246913580246,Shuffle,NP66_B1_0
172,172,38.79243827160494,Shuffle,NP66_B1_0
173,173,51.5625,Shuffle,NP66_B1_0
174,174,36.1496913580247,Shuffle,NP66_B1_0
175,175,53.086419753086425,Shuffle,NP66_B1_0
176,176,53.58796296296296,Shuffle,NP66_B1_0
177,177,52.10262345679013,Shuffle,NP66_B1_0
178,178,33.796296296296305,Shuffle,NP66_B1_0
179,179,60.30092592592593,Shuffle,NP66_B1_0
180,180,38.61882716049383,Shuffle,NP66_B1_0
181,181,39.023919753086425,Shuffle,NP66_B1_0
182,182,40.00771604938272,Shuffle,NP66_B1_0
